ClientID,ImageFile,TextFile,Date
Marco G,D:/PROJETOS/Silvio_de_Luca/Odonto/DATABASE/DSC_0856.JPG,D:\PROJETOS\Silvio_de_Luca\Odonto\DATABASE\DSC_0856.txt,2026-04-20 20:15:32
